Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,31,130,52.042,0.921,-0.338,0.897,0.471,21.778,8.492,12.866
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,32,290,79.154,0.917,0.892,0.924,0.372,32.707,13.017,19.216
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,33,442,92.912,0.82,0.86,0.936,0.509,33.403,19.125,23.723
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,34,381,79.841,0.613,-0.566,0.948,0.588,26.104,20.621,22.025
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,35,427,85.012,0.583,0.31,0.938,0.61,27.558,22.393,23.317
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,36,185,60.663,0.904,1.325,0.916,0.571,24.745,10.565,15.348
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,37,86,43.142,0.958,1.37,0.851,0.512,20.849,5.969,10.464
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,38,117,49.42,0.903,-1.321,0.886,0.506,19.782,8.481,12.205
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,39,218,66.113,0.881,1.318,0.916,0.556,25.7,12.176,16.66
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,40,137,56.249,0.956,1.213,0.878,0.439,25.427,7.431,13.207
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,41,121,49.213,0.895,-1.336,0.903,0.524,19.592,8.75,12.412
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,42,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,43,3,1.0,1.0,1.571,1.0,1.0,3.266,0.0,1.954
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_left,void,44,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,part,0,37981,4263.129,0.052,-0.373,0.759,0.737,275.458,275.079,219.907
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,1,73,34.521,0.873,1.508,0.869,0.608,14.535,7.095,9.641
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,2,72,36.728,0.919,-1.349,0.878,0.643,15.971,6.308,9.575
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,3,232,80.941,0.954,-1.36,0.859,0.46,33.547,10.009,17.187
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,4,175,57.971,0.873,-1.558,0.921,0.634,22.667,11.063,14.927
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,5,109,47.249,0.925,0.956,0.916,0.458,20.045,7.637,11.781
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,6,193,76.698,0.962,-1.33,0.873,0.424,32.314,8.776,15.676
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,7,334,73.355,0.486,0.938,0.938,0.633,23.196,20.273,20.622
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,8,362,79.012,0.638,1.162,0.94,0.583,25.76,19.827,21.469
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,9,291,75.906,0.802,0.323,0.921,0.547,26.709,15.965,19.249
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,10,360,90.569,0.911,-0.898,0.933,0.417,35.518,14.654,21.409
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,11,412,82.669,0.694,0.918,0.958,0.589,28.346,20.418,22.904
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,12,272,92.391,0.965,0.231,0.889,0.422,38.99,10.295,18.61
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,13,193,83.042,0.979,0.215,0.865,0.412,36.847,7.548,15.676
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,14,359,90.355,0.913,-1.339,0.923,0.539,35.56,14.534,21.38
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,15,56,36.971,0.982,-0.473,0.824,0.283,20.193,3.767,8.444
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,16,200,76.219,0.957,-0.975,0.893,0.317,32.058,9.285,15.958
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,17,621,108.326,0.787,-1.33,0.941,0.575,37.961,23.436,28.119
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,18,570,109.154,0.883,-1.156,0.934,0.515,41.572,19.531,26.94
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,19,17,16.0,0.983,-0.215,0.81,0.567,10.859,2.0,4.652
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,20,323,79.012,0.881,0.697,0.961,0.518,31.284,14.777,20.279
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,21,577,110.083,0.886,-1.168,0.943,0.541,42.285,19.571,27.105
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,22,387,79.355,0.538,0.274,0.951,0.647,25.563,21.548,22.198
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,23,394,82.426,0.778,1.032,0.947,0.586,29.598,18.584,22.398
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,24,479,93.598,0.745,0.681,0.95,0.591,32.4,21.609,24.696
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,25,39,31.243,0.985,-0.057,0.78,0.574,17.497,3.0,7.047
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,26,5,3.0,1.0,0.0,1.0,1.0,5.657,0.0,2.523
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,27,361,78.77,0.791,1.504,0.94,0.633,28.589,17.509,21.439
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,28,358,85.841,0.863,1.216,0.925,0.517,31.785,16.039,21.35
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,29,16,14.243,0.954,-0.143,0.889,0.667,8.262,2.486,4.514
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,30,413,85.77,0.612,0.321,0.932,0.593,27.539,21.774,22.931
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,31,73,43.349,0.967,-0.252,0.839,0.456,20.183,5.117,9.641
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,32,450,88.184,0.708,0.72,0.97,0.617,30.206,21.336,23.937
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,33,379,79.841,0.707,-0.408,0.95,0.594,27.498,19.446,21.967
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,34,407,85.598,0.713,0.139,0.936,0.597,28.961,20.299,22.764
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,35,347,86.947,0.898,0.985,0.933,0.404,34.103,14.99,21.019
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,36,550,100.083,0.735,1.047,0.943,0.582,34.386,23.303,26.463
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,37,67,42.456,0.98,0.581,0.848,0.286,21.126,4.236,9.236
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,38,214,63.113,0.85,1.395,0.939,0.633,23.973,12.62,16.507
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,39,121,46.87,0.868,-1.176,0.917,0.531,18.507,9.199,12.412
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,40,27,19.692,0.978,0.82,0.771,0.3,13.492,2.789,5.863
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,41,112,49.935,0.95,1.543,0.926,0.615,22.959,7.17,11.942
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,42,260,68.355,0.807,1.382,0.949,0.642,25.056,14.799,18.195
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,43,190,62.527,0.914,1.255,0.927,0.541,25.536,10.373,15.554
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,44,129,48.87,0.857,-1.143,0.908,0.522,18.77,9.685,12.816
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,45,58,33.213,0.923,0.878,0.879,0.406,14.362,5.527,8.593
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,46,26,20.899,0.964,1.228,0.788,0.394,11.502,3.075,5.754
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,top_right,void,47,50,32.692,0.975,1.379,0.862,0.556,17.242,3.857,7.979
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,part,0,37994,4252.845,0.128,-0.728,0.754,0.728,277.926,275.639,219.944
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,1,153,50.592,0.821,1.266,0.939,0.607,19.73,11.269,13.957
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,2,128,51.799,0.908,-1.309,0.871,0.506,21.169,8.851,12.766
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,3,339,87.255,0.903,-1.406,0.934,0.525,33.902,14.574,20.776
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,4,236,66.835,0.826,-1.462,0.922,0.59,24.671,13.921,17.334
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,5,165,54.87,0.879,0.862,0.965,0.539,22.099,10.551,14.494
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,6,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,7,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,8,255,78.698,0.946,-1.4,0.904,0.545,33.565,10.915,18.019
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,9,376,78.184,0.464,0.404,0.945,0.627,24.409,21.62,21.88
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,10,411,82.669,0.583,0.943,0.949,0.585,26.681,21.679,22.876
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,11,327,79.077,0.811,0.185,0.932,0.593,28.582,16.707,20.405
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,12,410,93.154,0.876,-0.928,0.926,0.444,35.101,16.913,22.848
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,13,466,88.326,0.652,0.853,0.951,0.574,29.402,22.295,24.358
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,14,80,45.456,0.973,-0.484,0.879,0.333,21.794,4.996,10.093
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,15,228,88.663,0.977,0.174,0.87,0.442,39.489,8.37,17.038
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,16,310,99.562,0.963,0.186,0.888,0.449,41.493,11.145,19.867
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,17,395,92.77,0.9,-1.37,0.921,0.562,36.044,15.732,22.426
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,18,228,76.391,0.94,-1.04,0.919,0.4,31.322,10.649,17.038
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,19,650,110.326,0.764,-1.37,0.942,0.58,38.043,24.543,28.768
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,20,594,111.74,0.888,-1.133,0.947,0.524,42.928,19.703,27.501
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,21,16,12.621,0.969,-0.21,0.842,0.593,9.075,2.254,4.514
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,22,309,81.598,0.905,0.637,0.939,0.484,32.358,13.766,19.835
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,23,84,47.899,0.98,-0.11,0.903,0.609,23.904,4.78,10.342
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,24,456,93.598,0.814,0.621,0.944,0.566,33.774,19.628,24.096
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,25,604,112.912,0.89,-1.151,0.938,0.533,43.623,19.93,27.732
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,26,393,80.184,0.498,-0.115,0.954,0.633,25.315,21.953,22.369
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,27,397,82.77,0.788,0.961,0.947,0.613,29.985,18.442,22.483
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,28,8,6.207,0.985,-0.031,0.727,0.571,7.603,1.302,3.192
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,29,28,20.243,0.931,-0.199,0.848,0.56,10.46,3.825,5.971
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,30,340,83.598,0.879,1.21,0.924,0.531,32.004,15.256,20.806
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,31,364,78.77,0.782,1.525,0.945,0.639,28.443,17.733,21.528
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,32,398,83.841,0.466,0.063,0.941,0.569,25.593,22.647,22.511
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,33,400,85.012,0.783,0.699,0.95,0.57,30.313,18.852,22.568
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,34,72,41.385,0.959,-0.309,0.837,0.421,18.742,5.336,9.575
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,35,359,77.841,0.688,-0.588,0.95,0.578,26.479,19.222,21.38
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,36,385,82.426,0.63,0.033,0.932,0.577,26.895,20.894,22.14
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,37,311,86.569,0.912,0.98,0.92,0.377,33.461,13.695,19.899
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,38,489,94.326,0.792,1.026,0.959,0.553,33.909,20.718,24.952
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,39,25,24.864,0.994,0.589,0.735,0.198,17.29,1.932,5.642
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,40,189,60.456,0.893,1.414,0.926,0.606,24.431,10.982,15.513
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,41,93,44.456,0.92,-1.167,0.886,0.445,18.372,7.211,10.882
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,42,93,47.556,0.959,1.466,0.861,0.578,21.947,6.219,10.882
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,43,207,63.491,0.875,1.43,0.945,0.639,24.63,11.933,16.235
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,44,144,57.627,0.943,1.313,0.894,0.485,24.738,8.224,13.541
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,45,98,44.006,0.912,-1.219,0.899,0.516,18.216,7.484,11.17
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,46,16,15.657,0.987,0.976,0.727,0.254,11.495,1.833,4.514
2024-03-26_13-15-01-105_MV540-H@xWyHvMbxwzDCYCHtB+sRAABO.bmp,bottom_right,void,47,10,8.0,0.993,1.403,0.714,0.556,9.935,1.139,3.568
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,part,0,39012,4084.022,0.111,-0.878,0.765,0.719,278.097,276.374,222.871
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,1,73,34.556,0.806,-1.437,0.88,0.579,13.219,7.82,9.641
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,2,83,41.728,0.947,-1.407,0.856,0.593,18.997,6.117,10.28
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,3,205,73.32,0.955,-1.353,0.895,0.478,31.259,9.284,16.156
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,4,181,60.385,0.892,-1.52,0.91,0.603,24.023,10.841,15.181
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,5,141,51.87,0.898,0.915,0.91,0.49,21.238,9.339,13.399
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,6,174,67.663,0.958,-1.362,0.897,0.51,29.243,8.412,14.884
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,7,337,73.598,0.186,0.979,0.955,0.611,22.109,21.722,20.714
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,8,361,76.184,0.539,1.046,0.94,0.628,24.496,20.641,21.439
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,9,330,77.941,0.761,0.212,0.93,0.589,27.124,17.611,20.498
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,10,309,82.912,0.914,-0.88,0.925,0.426,33.057,13.391,19.835
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,11,447,87.255,0.675,0.909,0.947,0.591,29.116,21.491,23.857
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,12,347,87.941,0.903,-1.356,0.916,0.551,34.212,14.67,21.019
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,13,342,100.977,0.952,0.159,0.898,0.465,40.713,12.405,20.867
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,14,234,85.077,0.972,0.148,0.897,0.519,37.43,8.845,17.261
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,15,152,61.734,0.956,-0.983,0.905,0.358,27.307,8.036,13.912
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,16,596,103.497,0.775,-1.32,0.951,0.603,36.621,23.136,27.547
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,17,587,110.912,0.886,-1.203,0.942,0.538,42.477,19.661,27.338
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,18,261,74.184,0.893,0.538,0.919,0.528,29.13,13.092,18.23
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,19,594,112.326,0.888,-1.21,0.932,0.531,42.93,19.764,27.501
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,20,364,77.355,0.764,0.933,0.953,0.633,28.021,18.09,21.528
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,21,159,57.556,0.931,-0.106,0.914,0.662,24.44,8.908,14.228
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,22,406,87.841,0.799,0.516,0.944,0.609,31.092,18.709,22.736
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,23,422,82.77,0.468,0.196,0.946,0.649,25.883,22.877,23.18
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,24,369,80.184,0.792,1.459,0.932,0.615,28.937,17.685,21.675
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,25,340,81.391,0.862,1.159,0.934,0.548,30.771,15.597,20.806
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,26,84,37.349,0.852,0.069,0.857,0.583,15.068,7.882,10.342
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,27,458,89.012,0.566,0.471,0.944,0.607,28.375,23.4,24.148
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,28,366,80.527,0.765,0.532,0.956,0.612,28.469,18.33,21.587
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,29,127,52.042,0.922,-0.258,0.901,0.502,21.538,8.327,12.716
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,30,401,81.841,0.671,-0.418,0.952,0.601,27.663,20.502,22.596
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,31,439,87.598,0.679,0.255,0.944,0.616,29.409,21.577,23.642
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,32,319,83.74,0.907,0.941,0.933,0.412,33.242,13.969,20.153
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,33,496,96.083,0.779,0.895,0.945,0.554,33.894,21.27,25.13
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,34,216,64.527,0.869,1.321,0.931,0.571,24.906,12.34,16.584
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,35,136,50.663,0.855,-1.31,0.907,0.54,19.208,9.977,13.159
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,36,102,48.178,0.945,1.466,0.872,0.554,21.615,7.04,11.396
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,37,253,67.113,0.816,1.283,0.962,0.625,24.872,14.372,17.948
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,38,181,62.77,0.931,1.198,0.91,0.431,26.42,9.661,15.181
2024-03-26_13-15-19-731_MV540-H@xWyHvMbxwzDCYCHtB+sRAABP.bmp,top_left,void,39,146,51.042,0.845,-1.299,0.912,0.579,19.515,10.447,13.634
